id_jogador,epoca,dias_parado_max,carga_lesao_historica,num_lesoes,posicao,nacionalidade,idade_atual,risco_lesao,dias_descanso_media,jogos_fase_grupos,altitude_media,idade_x_jogos,idade_x_altitude,descanso_relativo,risco_biomecanico
834,23/24,104,147,3,Left Winger,Japan,27.0,1,,,,,,,6.0
835,19/20,22,22,1,Centre-Forward,Iran,26.0,1,,,,,,,6.0
835,21/22,6,6,1,Centre-Forward,Iran,29.0,0,,,,,,,6.0
835,23/24,42,42,1,Centre-Forward,Iran,31.0,1,,,,,,,6.0
835,24/25,13,13,1,Centre-Forward,Iran,31.0,0,,,,,,,6.0
836,19/20,9,12,2,Right Winger,"Germany,Ghana",23.0,0,,,,,,,6.0
836,20/21,45,52,2,Right Winger,"Germany,Ghana",24.0,1,,,,,,,6.0
836,21/22,118,249,4,Right Winger,"Germany,Ghana",24.5,1,,,,,,,6.0
837,17/18,113,129,3,Centre-Forward,Germany,19.0,1,,,,,,,6.0
837,18/19,15,15,1,Centre-Forward,Germany,20.0,1,,,,,,,6.0
837,20/21,15,15,1,Centre-Forward,Germany,22.0,1,,,,,,,6.0
837,21/22,54,87,2,Centre-Forward,Germany,23.0,1,,,,,,,6.0
837,22/23,33,33,1,Centre-Forward,Germany,24.0,1,,,,,,,6.0
837,23/24,252,252,1,Centre-Forward,Germany,25.0,1,,,,,,,6.0
838,15/16,210,210,1,Defensive Midfield,Italy,18.0,1,,,,,,,4.0
838,16/17,177,177,1,Defensive Midfield,Italy,18.0,1,,,,,,,4.0
838,17/18,7,7,1,Defensive Midfield,Italy,19.0,0,,,,,,,4.0
838,19/20,151,151,1,Defensive Midfield,Italy,22.0,1,,,,,,,4.0
838,20/21,14,14,1,Defensive Midfield,Italy,23.0,0,,,,,,,4.0
838,21/22,61,124,4,Defensive Midfield,Italy,23.5,1,,,,,,,4.0
838,22/23,22,22,1,Defensive Midfield,Italy,25.0,1,,,,,,,4.0
838,23/24,5,10,2,Defensive Midfield,Italy,25.5,0,,,,,,,4.0
839,18/19,23,23,1,Attacking Midfield,Spain,21.0,1,,,,,,,3.0
839,21/22,13,13,1,Attacking Midfield,Spain,24.0,0,,,,,,,3.0
839,22/23,19,19,1,Attacking Midfield,Spain,25.0,1,,,,,,,3.0
839,23/24,30,40,2,Attacking Midfield,Spain,26.0,1,,,,,,,3.0
840,17/18,11,11,1,Centre-Forward,Germany,18.0,0,,,,,,,6.0
840,18/19,12,12,1,Centre-Forward,Germany,19.0,0,,,,,,,6.0
840,19/20,18,28,3,Centre-Forward,Germany,19.333333333333332,1,,,,,,,6.0
840,20/21,20,40,2,Centre-Forward,Germany,21.0,1,,,,,,,6.0
840,21/22,14,18,2,Centre-Forward,Germany,21.0,0,,,,,,,6.0
840,22/23,8,12,2,Centre-Forward,Germany,23.0,0,,,,,,,6.0
841,15/16,10,10,1,Right-Back,"Nigeria,Netherlands",19.0,0,,,,,,,4.0
841,17/18,35,35,1,Right-Back,"Nigeria,Netherlands",22.0,1,,,,,,,4.0
841,18/19,356,356,1,Right-Back,"Nigeria,Netherlands",22.0,1,,,,,,,4.0
841,19/20,21,21,1,Right-Back,"Nigeria,Netherlands",23.0,1,,,,,,,4.0
841,20/21,7,7,1,Right-Back,"Nigeria,Netherlands",25.0,0,,,,,,,4.0
841,21/22,31,69,3,Right-Back,"Nigeria,Netherlands",25.666666666666668,1,,,,,,,4.0
841,23/24,56,56,1,Right-Back,"Nigeria,Netherlands",28.0,1,,,,,,,4.0
842,18/19,44,44,1,Centre-Back,Italy,23.0,1,,,,,,,3.0
842,19/20,78,82,2,Centre-Back,Italy,23.5,1,,,,,,,3.0
842,20/21,37,71,4,Centre-Back,Italy,24.5,1,,,,,,,3.0
842,21/22,19,19,1,Centre-Back,Italy,26.0,1,,,,,,,3.0
842,22/23,7,7,1,Centre-Back,Italy,27.0,0,,,,,,,3.0
842,23/24,13,20,2,Centre-Back,Italy,27.0,0,,,,,,,3.0
843,18/19,53,59,3,Left-Back,"Brazil,Italy",24.0,1,,,,,,,4.0
843,19/20,3,6,2,Left-Back,"Brazil,Italy",24.0,0,,,,,,,4.0
843,21/22,43,74,2,Left-Back,"Brazil,Italy",26.5,1,,,,,,,4.0
844,16/17,10,14,2,Left-Back,"Uruguay,Spain",25.0,0,,,,,,,4.0
844,19/20,7,7,1,Left-Back,"Uruguay,Spain",28.0,0,,,,,,,4.0
844,20/21,17,23,3,Left-Back,"Uruguay,Spain",29.0,1,,,,,,,4.0
845,22/23,25,31,2,Left Midfield,Greece,26.0,1,,,,,,,5.0
846,18/19,33,33,1,Centre-Forward,Italy,23.0,1,,,,,,,6.0
847,19/20,8,8,1,Centre-Forward,"Germany,England",20.0,0,,,,,,,6.0
847,21/22,75,83,2,Centre-Forward,"Germany,England",22.0,1,,,,,,,6.0
847,22/23,85,176,3,Centre-Forward,"Germany,England",23.0,1,,,,,,,6.0
847,23/24,140,185,2,Centre-Forward,"Germany,England",24.5,1,,,,,,,6.0
848,16/17,15,15,1,Centre-Back,"England,Jamaica",17.0,1,,,,,,,3.0
848,17/18,53,83,3,Centre-Back,"England,Jamaica",18.666666666666668,1,,,,,,,3.0
848,18/19,15,15,1,Centre-Back,"England,Jamaica",20.0,1,,,,,,,3.0
848,19/20,18,33,2,Centre-Back,"England,Jamaica",20.5,1,,,,,,,3.0
848,21/22,46,61,2,Centre-Back,"England,Jamaica",22.0,1,,,,,,,3.0
848,22/23,123,197,3,Centre-Back,"England,Jamaica",23.0,1,,,,,,,3.0
849,18/19,33,66,3,Right-Back,England,20.0,1,,,,,,,4.0
849,19/20,8,8,1,Right-Back,England,20.0,0,,,,,,,4.0
849,20/21,29,29,1,Right-Back,England,22.0,1,,,,,,,4.0
849,21/22,40,84,4,Right-Back,England,22.5,1,,,,,,,4.0
849,22/23,6,6,1,Right-Back,England,23.0,0,,,,,,,4.0
849,23/24,56,103,3,Right-Back,England,24.666666666666668,1,,,,,,,4.0
850,18/19,19,37,4,Attacking Midfield,"Korea, South",26.0,1,,,,,,,3.0
850,19/20,8,8,1,Attacking Midfield,"Korea, South",27.0,0,,,,,,,3.0
850,21/22,64,96,2,Attacking Midfield,"Korea, South",29.0,1,,,,,,,3.0
850,22/23,4,4,1,Attacking Midfield,"Korea, South",29.0,0,,,,,,,3.0
851,19/20,35,60,2,Right Winger,"Morocco,Spain",19.0,1,,,,,,,6.0
851,20/21,25,33,2,Right Winger,"Morocco,Spain",21.0,1,,,,,,,6.0
851,21/22,13,13,1,Right Winger,"Morocco,Spain",22.0,0,,,,,,,6.0
851,22/23,4,8,2,Right Winger,"Morocco,Spain",22.5,0,,,,,,,6.0
852,19/20,3,3,1,Right Winger,England,23.0,0,,,,,,,6.0
852,23/24,13,13,1,Right Winger,England,26.0,0,,,,,,,6.0
853,15/16,13,19,2,Right-Back,Portugal,17.0,0,5.0,3.0,12.0,51.0,204.0,1.25,4.0
853,17/18,23,23,1,Right-Back,Portugal,20.0,1,5.0,3.0,12.0,60.0,240.0,1.25,4.0
853,21/22,12,12,1,Right-Back,Portugal,23.0,0,5.0,3.0,12.0,69.0,276.0,1.25,4.0
853,22/23,10,10,1,Right-Back,Portugal,24.0,0,5.0,3.0,12.0,72.0,288.0,1.25,4.0
854,18/19,121,121,1,Defensive Midfield,"Netherlands,Angola",20.0,1,,,,,,,4.0
854,20/21,63,92,2,Defensive Midfield,"Netherlands,Angola",22.0,1,,,,,,,4.0
854,21/22,29,29,1,Defensive Midfield,"Netherlands,Angola",23.0,1,,,,,,,4.0
854,22/23,43,43,1,Defensive Midfield,"Netherlands,Angola",24.0,1,,,,,,,4.0
854,23/24,18,18,1,Defensive Midfield,"Netherlands,Angola",25.0,1,,,,,,,4.0
855,18/19,62,107,2,Attacking Midfield,"Morocco,Germany",20.0,1,,,,,,,3.0
855,19/20,101,135,2,Attacking Midfield,"Morocco,Germany",21.0,1,,,,,,,3.0
855,20/21,9,11,2,Attacking Midfield,"Morocco,Germany",22.0,0,,,,,,,3.0
855,21/22,16,38,3,Attacking Midfield,"Morocco,Germany",23.0,1,,,,,,,3.0
855,23/24,23,41,2,Attacking Midfield,"Morocco,Germany",25.0,1,,,,,,,3.0
856,16/17,34,49,2,Defensive Midfield,Mali,20.0,1,,,,,,,4.0
856,17/18,9,17,2,Defensive Midfield,Mali,21.0,0,,,,,,,4.0
856,19/20,53,60,2,Defensive Midfield,Mali,23.5,1,,,,,,,4.0
856,20/21,8,14,2,Defensive Midfield,Mali,24.0,0,,,,,,,4.0
856,21/22,34,41,2,Defensive Midfield,Mali,25.0,1,,,,,,,4.0
857,21/22,8,8,1,Central Midfield,"United States,Spain",23.0,0,,,,,,,5.0
857,22/23,24,24,1,Central Midfield,"United States,Spain",24.0,1,,,,,,,5.0
857,23/24,31,35,2,Central Midfield,"United States,Spain",25.0,1,,,,,,,5.0
858,19/20,157,163,3,Right Winger,"United States,Croatia",21.0,1,,,,,,,6.0
858,20/21,64,115,4,Right Winger,"United States,Croatia",21.5,1,,,,,,,6.0
858,21/22,53,74,3,Right Winger,"United States,Croatia",22.333333333333332,1,,,,,,,6.0
858,22/23,60,60,1,Right Winger,"United States,Croatia",24.0,1,,,,,,,6.0
858,23/24,14,24,2,Right Winger,"United States,Croatia",24.0,0,,,,,,,6.0
859,18/19,56,60,2,Centre-Back,Italy,19.0,1,,,,,,,3.0
859,19/20,4,4,1,Centre-Back,Italy,20.0,0,,,,,,,3.0
859,20/21,12,16,2,Centre-Back,Italy,20.5,0,,,,,,,3.0
859,21/22,15,38,5,Centre-Back,Italy,22.0,1,,,,,,,3.0
859,22/23,17,22,2,Centre-Back,Italy,23.0,1,,,,,,,3.0
859,23/24,20,30,3,Centre-Back,Italy,24.0,1,,,,,,,3.0
860,15/16,2,2,1,Goalkeeper,Italy,16.0,0,,,,,,,1.0
860,17/18,3,3,1,Goalkeeper,Italy,18.0,0,,,,,,,1.0
860,18/19,36,50,2,Goalkeeper,Italy,20.0,1,,,,,,,1.0
860,19/20,17,26,3,Goalkeeper,Italy,20.0,1,,,,,,,1.0
860,20/21,5,5,1,Goalkeeper,Italy,21.0,0,,,,,,,1.0
860,21/22,34,39,2,Goalkeeper,Italy,22.0,1,,,,,,,1.0
861,17/18,29,29,1,Central Midfield,Italy,18.0,1,,,,,,,5.0
861,18/19,243,243,1,Central Midfield,Italy,19.0,1,,,,,,,5.0
861,20/21,15,30,2,Central Midfield,Italy,21.0,1,,,,,,,5.0
861,23/24,66,66,1,Central Midfield,Italy,24.0,1,,,,,,,5.0
862,16/17,9,15,2,Centre-Forward,Italy,17.0,0,,,,,,,6.0
862,18/19,19,34,2,Centre-Forward,Italy,19.5,1,,,,,,,6.0
862,19/20,15,21,2,Centre-Forward,Italy,20.0,1,,,,,,,6.0
862,20/21,62,62,1,Centre-Forward,Italy,21.0,1,,,,,,,6.0
862,21/22,37,52,2,Centre-Forward,Italy,22.0,1,,,,,,,6.0
862,22/23,35,35,1,Centre-Forward,Italy,23.0,1,,,,,,,6.0
863,16/17,49,49,1,Centre-Forward,Italy,17.0,1,,,,,,,6.0
863,18/19,52,52,1,Centre-Forward,Italy,19.0,1,,,,,,,6.0
863,20/21,11,11,1,Centre-Forward,Italy,21.0,0,,,,,,,6.0
863,21/22,5,5,1,Centre-Forward,Italy,22.0,0,,,,,,,6.0
863,22/23,83,186,5,Centre-Forward,Italy,23.4,1,,,,,,,6.0
863,23/24,20,38,2,Centre-Forward,Italy,24.0,1,,,,,,,6.0
864,18/19,27,54,2,Central Midfield,"Scotland,England",21.0,1,,,,,,,5.0
864,19/20,58,82,2,Central Midfield,"Scotland,England",22.5,1,,,,,,,5.0
864,20/21,10,19,2,Central Midfield,"Scotland,England",23.5,0,,,,,,,5.0
864,21/22,22,44,3,Central Midfield,"Scotland,England",24.666666666666668,1,,,,,,,5.0
864,22/23,33,56,2,Central Midfield,"Scotland,England",25.5,1,,,,,,,5.0
864,23/24,70,86,2,Central Midfield,"Scotland,England",27.0,1,,,,,,,5.0
865,19/20,18,34,3,Left-Back,"England,New Zealand",22.0,1,,,,,,,4.0
865,20/21,78,86,2,Left-Back,"England,New Zealand",23.5,1,,,,,,,4.0
865,21/22,179,179,1,Left-Back,"England,New Zealand",24.0,1,,,,,,,4.0
865,22/23,90,119,2,Left-Back,"England,New Zealand",25.5,1,,,,,,,4.0
865,23/24,99,157,6,Left-Back,"England,New Zealand",26.0,1,,,,,,,4.0
866,16/17,7,7,1,Attacking Midfield,Norway,17.0,0,,,,,,,3.0
866,17/18,90,122,2,Attacking Midfield,Norway,18.5,1,,,,,,,3.0
866,18/19,10,10,1,Attacking Midfield,Norway,19.0,0,,,,,,,3.0
866,19/20,22,33,2,Attacking Midfield,Norway,20.5,1,,,,,,,3.0
866,20/21,22,85,5,Attacking Midfield,Norway,21.4,1,,,,,,,3.0
866,23/24,20,20,1,Attacking Midfield,Norway,24.0,1,,,,,,,3.0
867,19/20,9,9,1,Goalkeeper,Slovakia,22.0,0,,,,,,,1.0
867,20/21,20,33,2,Goalkeeper,Slovakia,23.0,1,,,,,,,1.0
867,21/22,21,29,2,Goalkeeper,Slovakia,24.0,1,,,,,,,1.0
868,17/18,181,181,1,Defensive Midfield,Croatia,20.0,1,,,,,,,4.0
868,20/21,17,17,1,Defensive Midfield,Croatia,22.0,1,,,,,,,4.0
868,21/22,4,4,1,Defensive Midfield,Croatia,23.0,0,,,,,,,4.0
869,18/19,9,20,3,Left-Back,Germany,20.0,0,,,,,,,4.0
869,21/22,6,6,1,Left-Back,Germany,23.0,0,,,,,,,4.0
869,23/24,7,7,1,Left-Back,Germany,25.0,0,,,,,,,4.0
870,18/19,13,13,1,Goalkeeper,Russia,19.0,0,,,,,,,1.0
870,20/21,100,115,2,Goalkeeper,Russia,21.0,1,,,,,,,1.0
870,22/23,44,44,1,Goalkeeper,Russia,23.0,1,,,,,,,1.0
870,23/24,5,5,1,Goalkeeper,Russia,24.0,0,,,,,,,1.0
871,19/20,4,4,1,Centre-Forward,"France,Guadeloupe",22.0,0,,,,,,,6.0
871,20/21,88,97,3,Centre-Forward,"France,Guadeloupe",22.666666666666668,1,,,,,,,6.0
871,21/22,60,108,4,Centre-Forward,"France,Guadeloupe",23.5,1,,,,,,,6.0
871,22/23,19,41,5,Centre-Forward,"France,Guadeloupe",24.8,1,,,,,,,6.0
871,23/24,13,13,1,Centre-Forward,"France,Guadeloupe",26.0,0,,,,,,,6.0
872,18/19,5,5,1,Left Midfield,Czech Republic,22.0,0,,,,,,,5.0
872,19/20,7,13,2,Left Midfield,Czech Republic,23.0,0,,,,,,,5.0
872,21/22,81,97,2,Left Midfield,Czech Republic,25.5,1,,,,,,,5.0
872,22/23,16,24,2,Left Midfield,Czech Republic,26.0,1,,,,,,,5.0
872,23/24,33,55,4,Left Midfield,Czech Republic,27.0,1,,,,,,,5.0
872,24/25,5,5,1,Left Midfield,Czech Republic,28.0,0,,,,,,,5.0
873,16/17,12,12,1,Central Midfield,Spain,20.0,0,,,,,,,5.0
873,17/18,23,23,1,Central Midfield,Spain,21.0,1,,,,,,,5.0
873,19/20,55,58,2,Central Midfield,Spain,22.5,1,,,,,,,5.0
873,20/21,18,25,2,Central Midfield,Spain,24.0,1,,,,,,,5.0
873,21/22,150,166,3,Central Midfield,Spain,24.666666666666668,1,,,,,,,5.0
873,22/23,21,21,1,Central Midfield,Spain,25.0,1,,,,,,,5.0
873,23/24,48,48,1,Central Midfield,Spain,26.0,1,,,,,,,5.0
874,18/19,106,159,2,Central Midfield,Denmark,22.0,1,,,,,,,5.0
874,21/22,56,56,1,Central Midfield,Denmark,25.0,1,,,,,,,5.0
875,16/17,12,12,1,Left-Back,Spain,18.0,0,,,,,,,4.0
875,17/18,15,15,1,Left-Back,Spain,20.0,1,,,,,,,4.0
875,18/19,8,8,1,Left-Back,Spain,20.0,0,,,,,,,4.0
875,20/21,15,15,1,Left-Back,Spain,22.0,1,,,,,,,4.0
875,21/22,32,47,2,Left-Back,Spain,23.5,1,,,,,,,4.0
876,17/18,92,92,1,Central Midfield,"Denmark,Nigeria",21.0,1,,,,,,,5.0
876,18/19,65,92,3,Central Midfield,"Denmark,Nigeria",21.666666666666668,1,,,,,,,5.0
876,19/20,18,27,2,Central Midfield,"Denmark,Nigeria",23.0,1,,,,,,,5.0
876,20/21,11,11,1,Central Midfield,"Denmark,Nigeria",24.0,0,,,,,,,5.0
877,16/17,119,137,2,Attacking Midfield,"Argentina,Spain",19.0,1,,,,,,,3.0
877,19/20,13,13,1,Attacking Midfield,"Argentina,Spain",22.0,0,,,,,,,3.0
877,20/21,30,30,1,Attacking Midfield,"Argentina,Spain",23.0,1,,,,,,,3.0
877,23/24,328,328,1,Attacking Midfield,"Argentina,Spain",26.0,1,,,,,,,3.0
878,16/17,4,4,1,Right-Back,"Netherlands,Aruba",20.0,0,,,,,,,4.0
878,20/21,15,23,2,Right-Back,"Netherlands,Aruba",23.5,1,,,,,,,4.0
878,23/24,27,32,2,Right-Back,"Netherlands,Aruba",27.0,1,,,,,,,4.0
879,21/22,13,13,1,Centre-Back,Austria,20.0,0,,,,,,,3.0
879,22/23,5,5,1,Centre-Back,Austria,21.0,0,,,,,,,3.0
879,23/24,60,74,4,Centre-Back,Austria,22.0,1,,,,,,,3.0
880,20/21,52,92,3,Centre-Back,Italy,20.333333333333332,1,,,,,,,3.0
880,21/22,7,7,1,Centre-Back,Italy,22.0,0,,,,,,,3.0
880,22/23,13,17,2,Centre-Back,Italy,23.0,0,,,,,,,3.0
881,20/21,44,44,1,Right-Back,England,22.0,1,,,,,,,4.0
882,18/19,21,21,1,Attacking Midfield,Austria,19.0,1,,,,,,,3.0
882,20/21,11,17,2,Attacking Midfield,Austria,20.5,0,,,,,,,3.0
882,21/22,27,46,3,Attacking Midfield,Austria,21.0,1,,,,,,,3.0
883,18/19,84,104,2,Central Midfield,"Morocco,Italy",19.5,1,,,,,,,5.0
883,21/22,9,9,1,Central Midfield,"Morocco,Italy",22.0,0,,,,,,,5.0
883,22/23,20,33,3,Central Midfield,"Morocco,Italy",23.333333333333332,1,,,,,,,5.0
884,16/17,26,26,1,Right Winger,"France,DR Congo",18.0,1,,,,,,,6.0
884,23/24,50,58,3,Right Winger,"France,DR Congo",25.0,1,,,,,,,6.0
885,19/20,93,101,2,Left Winger,"France,Cote d'Ivoire",20.5,1,,,,,,,6.0
885,20/21,30,73,4,Left Winger,"France,Cote d'Ivoire",22.0,1,,,,,,,6.0
885,21/22,14,36,3,Left Winger,"France,Cote d'Ivoire",23.0,0,,,,,,,6.0
885,22/23,27,27,1,Left Winger,"France,Cote d'Ivoire",24.0,1,,,,,,,6.0
885,23/24,8,8,1,Left Winger,"France,Cote d'Ivoire",24.0,0,,,,,,,6.0
886,21/22,6,6,1,Right Winger,"France,Martinique",23.0,0,,,,,,,6.0
886,23/24,49,111,3,Right Winger,"France,Martinique",25.0,1,,,,,,,6.0
887,17/18,13,13,1,Centre-Forward,"Guinea-Bissau,Portugal",22.0,0,,,,,,,6.0
888,19/20,242,268,2,Right Winger,"Netherlands,Suriname",20.0,1,,,,,,,6.0
888,21/22,99,103,2,Right Winger,"Netherlands,Suriname",22.5,1,,,,,,,6.0
888,22/23,26,34,3,Right Winger,"Netherlands,Suriname",23.0,1,,,,,,,6.0
888,23/24,17,33,2,Right Winger,"Netherlands,Suriname",24.5,1,,,,,,,6.0
889,19/20,12,28,3,Centre-Back,Netherlands,19.333333333333332,0,,,,,,,3.0
889,20/21,102,147,4,Centre-Back,Netherlands,20.75,1,,,,,,,3.0
889,21/22,8,8,1,Centre-Back,Netherlands,22.0,0,,,,,,,3.0
889,22/23,11,18,3,Centre-Back,Netherlands,22.333333333333332,0,,,,,,,3.0
889,23/24,43,84,4,Centre-Back,Netherlands,23.5,1,,,,,,,3.0
890,17/18,127,332,3,Central Midfield,Netherlands,20.0,1,,,,,,,5.0
890,18/19,12,12,1,Central Midfield,Netherlands,21.0,0,,,,,,,5.0
890,20/21,26,26,1,Central Midfield,Netherlands,22.0,1,,,,,,,5.0
890,21/22,12,28,3,Central Midfield,Netherlands,24.0,0,,,,,,,5.0
890,22/23,33,50,2,Central Midfield,Netherlands,25.0,1,,,,,,,5.0
890,23/24,62,103,3,Central Midfield,Netherlands,26.0,1,,,,,,,5.0
891,18/19,62,62,1,Central Midfield,"Morocco,Spain",23.0,1,,,,,,,5.0
891,21/22,8,8,1,Central Midfield,"Morocco,Spain",26.0,0,,,,,,,5.0
891,22/23,243,243,1,Central Midfield,"Morocco,Spain",27.0,1,,,,,,,5.0
892,20/21,9,9,1,Defensive Midfield,Spain,22.0,0,,,,,,,4.0
893,20/21,21,21,1,Centre-Back,"Canada,Jamaica",23.0,1,,,,,,,3.0
894,16/17,11,11,1,Centre-Back,Norway,17.0,0,,,,,,,3.0
894,18/19,36,76,3,Centre-Back,Norway,20.0,1,,,,,,,3.0
894,19/20,15,22,3,Centre-Back,Norway,21.0,1,,,,,,,3.0
894,20/21,11,21,2,Centre-Back,Norway,22.0,0,,,,,,,3.0
894,21/22,54,54,1,Centre-Back,Norway,24.0,1,,,,,,,3.0
894,23/24,46,61,2,Centre-Back,Norway,25.0,1,,,,,,,3.0
895,20/21,34,34,1,Goalkeeper,Norway,22.0,1,,,,,,,1.0
896,16/17,19,19,1,Centre-Back,Germany,20.0,1,,,,,,,3.0
896,17/18,5,5,1,Centre-Back,Germany,20.0,0,,,,,,,3.0
896,18/19,37,37,1,Centre-Back,Germany,22.0,1,,,,,,,3.0
896,19/20,11,19,2,Centre-Back,Germany,23.0,0,,,,,,,3.0
896,20/21,95,95,1,Centre-Back,Germany,24.0,1,,,,,,,3.0
896,21/22,102,129,3,Centre-Back,Germany,24.333333333333332,1,,,,,,,3.0
896,23/24,24,24,1,Centre-Back,Germany,26.0,1,,,,,,,3.0
897,16/17,18,18,1,Centre-Back,"Brazil,Spain",23.0,1,,,,,,,3.0
897,21/22,29,29,1,Centre-Back,"Brazil,Spain",28.0,1,,,,,,,3.0
897,22/23,214,214,1,Centre-Back,"Brazil,Spain",29.0,1,,,,,,,3.0
897,23/24,21,21,1,Centre-Back,"Brazil,Spain",30.0,1,,,,,,,3.0
898,20/21,94,94,1,Central Midfield,"Germany,Algeria",21.0,1,,,,,,,5.0
898,21/22,10,10,1,Central Midfield,"Germany,Algeria",22.0,0,,,,,,,5.0
898,23/24,25,25,1,Central Midfield,"Germany,Algeria",24.0,1,,,,,,,5.0
899,19/20,6,6,1,Left Winger,Portugal,20.0,0,5.0,3.0,12.0,60.0,240.0,1.25,6.0
899,20/21,32,47,2,Left Winger,Portugal,21.0,1,5.0,3.0,12.0,63.0,252.0,1.25,6.0
899,22/23,19,55,3,Left Winger,Portugal,23.0,1,5.0,3.0,12.0,69.0,276.0,1.25,6.0
899,23/24,6,6,1,Left Winger,Portugal,24.0,0,5.0,3.0,12.0,72.0,288.0,1.25,6.0
900,22/23,60,60,1,Goalkeeper,Portugal,23.0,1,5.0,3.0,12.0,69.0,276.0,1.25,1.0
901,23/24,43,43,1,Centre-Back,Italy,24.0,1,,,,,,,3.0
902,15/16,89,89,1,Right Midfield,Italy,24.0,1,,,,,,,5.0
902,17/18,124,124,1,Right Midfield,Italy,26.0,1,,,,,,,5.0
902,18/19,20,39,2,Right Midfield,Italy,27.0,1,,,,,,,5.0
902,23/24,25,49,2,Right Midfield,Italy,32.0,1,,,,,,,5.0
903,17/18,15,15,1,Left Winger,"Netherlands,Suriname",18.0,1,,,,,,,6.0
903,18/19,14,22,2,Left Winger,"Netherlands,Suriname",19.0,0,,,,,,,6.0
903,19/20,44,44,1,Left Winger,"Netherlands,Suriname",20.0,1,,,,,,,6.0
903,20/21,26,36,2,Left Winger,"Netherlands,Suriname",21.0,1,,,,,,,6.0
903,21/22,45,61,2,Left Winger,"Netherlands,Suriname",22.0,1,,,,,,,6.0
903,22/23,27,35,2,Left Winger,"Netherlands,Suriname",23.0,1,,,,,,,6.0
904,19/20,25,25,1,Centre-Forward,Austria,21.0,1,,,,,,,6.0
904,20/21,13,21,2,Centre-Forward,Austria,23.0,0,,,,,,,6.0
904,22/23,98,226,4,Centre-Forward,Austria,24.75,1,,,,,,,6.0
904,23/24,95,95,1,Centre-Forward,Austria,25.0,1,,,,,,,6.0
905,20/21,18,43,4,Right Midfield,Italy,26.5,1,,,,,,,5.0
905,21/22,28,77,4,Right Midfield,Italy,27.5,1,,,,,,,5.0
905,22/23,23,42,2,Right Midfield,Italy,28.0,1,,,,,,,5.0
905,23/24,15,23,2,Right Midfield,Italy,30.0,1,,,,,,,5.0
906,19/20,185,185,1,Right Winger,Spain,19.0,1,,,,,,,6.0
906,20/21,45,45,1,Right Winger,Spain,20.0,1,,,,,,,6.0
906,21/22,47,72,3,Right Winger,Spain,22.0,1,,,,,,,6.0
906,22/23,16,16,1,Right Winger,Spain,22.0,1,,,,,,,6.0
907,21/22,24,40,3,Right-Back,Spain,22.0,1,,,,,,,4.0
907,22/23,78,78,1,Right-Back,Spain,23.0,1,,,,,,,4.0
908,19/20,41,78,2,Right-Back,Japan,20.5,1,,,,,,,4.0
908,20/21,30,57,3,Right-Back,Japan,22.0,1,,,,,,,4.0
908,21/22,61,61,1,Right-Back,Japan,23.0,1,,,,,,,4.0
908,22/23,108,121,2,Right-Back,Japan,23.0,1,,,,,,,4.0
908,23/24,45,73,2,Right-Back,Japan,24.5,1,,,,,,,4.0
909,19/20,102,124,4,Centre-Forward,"England,Nigeria",21.75,1,,,,,,,6.0
909,20/21,44,44,1,Centre-Forward,"England,Nigeria",23.0,1,,,,,,,6.0
909,21/22,15,21,2,Centre-Forward,"England,Nigeria",23.0,1,,,,,,,6.0
909,22/23,286,304,5,Centre-Forward,"England,Nigeria",24.8,1,,,,,,,6.0
909,23/24,8,8,1,Centre-Forward,"England,Nigeria",26.0,0,,,,,,,6.0
909,24/25,16,16,1,Centre-Forward,"England,Nigeria",26.0,1,,,,,,,6.0
910,19/20,78,82,2,Central Midfield,Italy,22.0,1,,,,,,,5.0
910,20/21,11,11,1,Central Midfield,Italy,23.0,0,,,,,,,5.0
910,21/22,35,35,1,Central Midfield,Italy,24.0,1,,,,,,,5.0
910,22/23,59,59,1,Central Midfield,Italy,25.0,1,,,,,,,5.0
911,21/22,95,95,1,Left-Back,Colombia,28.0,1,,,,,,,4.0
911,22/23,11,11,1,Left-Back,Colombia,29.0,0,,,,,,,4.0
911,23/24,58,129,4,Left-Back,Colombia,29.25,1,,,,,,,4.0
912,18/19,28,58,4,Central Midfield,United States,19.75,1,,,,,,,5.0
912,19/20,35,47,2,Central Midfield,United States,20.0,1,,,,,,,5.0
912,20/21,11,11,1,Central Midfield,United States,21.0,0,,,,,,,5.0
912,21/22,88,105,2,Central Midfield,United States,22.5,1,,,,,,,5.0
912,22/23,16,30,2,Central Midfield,United States,23.0,1,,,,,,,5.0
912,23/24,15,20,2,Central Midfield,United States,25.0,1,,,,,,,5.0
913,18/19,92,157,3,Defensive Midfield,United States,19.333333333333332,1,,,,,,,4.0
913,19/20,38,62,3,Defensive Midfield,United States,20.0,1,,,,,,,4.0
913,20/21,29,31,2,Defensive Midfield,United States,21.0,1,,,,,,,4.0
913,21/22,8,15,2,Defensive Midfield,United States,22.5,0,,,,,,,4.0
913,22/23,85,85,1,Defensive Midfield,United States,23.0,1,,,,,,,4.0
914,14/15,17,17,1,Central Midfield,France,20.0,1,,,,,,,5.0
914,15/16,185,185,1,Central Midfield,France,20.0,1,,,,,,,5.0
914,16/17,30,48,2,Central Midfield,France,21.0,1,,,,,,,5.0
914,17/18,44,44,1,Central Midfield,France,22.0,1,,,,,,,5.0
914,20/21,52,66,2,Central Midfield,France,25.0,1,,,,,,,5.0
