id_jogador,epoca,dias_parado_max,carga_lesao_historica,num_lesoes,posicao,nacionalidade,idade_atual,risco_lesao,dias_descanso_media,jogos_fase_grupos,altitude_media,idade_x_jogos,idade_x_altitude,descanso_relativo,risco_biomecanico
408,16/17,25,25,1,Left Winger,Italy,23.0,1,,,,,,,6.0
408,17/18,43,67,2,Left Winger,Italy,24.0,1,,,,,,,6.0
408,20/21,13,13,1,Left Winger,Italy,27.0,0,,,,,,,6.0
408,22/23,4,4,1,Left Winger,Italy,29.0,0,,,,,,,6.0
409,19/20,18,18,1,Right Winger,"Jamaica,England",26.0,1,,,,,,,6.0
409,20/21,1,1,1,Right Winger,"Jamaica,England",27.0,0,,,,,,,6.0
409,21/22,8,13,2,Right Winger,"Jamaica,England",28.0,0,,,,,,,6.0
410,14/15,85,186,4,Left Midfield,Austria,18.0,1,,,,,,,5.0
410,15/16,36,36,1,Left Midfield,Austria,19.0,1,,,,,,,5.0
410,17/18,53,61,2,Left Midfield,Austria,21.0,1,,,,,,,5.0
410,20/21,60,94,2,Left Midfield,Austria,24.0,1,,,,,,,5.0
410,21/22,29,86,4,Left Midfield,Austria,25.0,1,,,,,,,5.0
410,22/23,74,85,2,Left Midfield,Austria,26.0,1,,,,,,,5.0
411,18/19,29,67,3,Centre-Back,England,24.333333333333332,1,,,,,,,3.0
411,19/20,36,70,3,Centre-Back,England,25.0,1,,,,,,,3.0
411,20/21,11,23,3,Centre-Back,England,25.666666666666668,0,,,,,,,3.0
411,22/23,34,59,2,Centre-Back,England,28.0,1,,,,,,,3.0
411,23/24,53,53,1,Centre-Back,England,29.0,1,,,,,,,3.0
412,15/16,5,5,1,Attacking Midfield,Germany,19.0,0,,,,,,,3.0
412,16/17,11,19,2,Attacking Midfield,Germany,20.0,0,,,,,,,3.0
412,17/18,8,12,2,Attacking Midfield,Germany,21.0,0,,,,,,,3.0
412,19/20,15,30,2,Attacking Midfield,Germany,23.0,1,,,,,,,3.0
412,21/22,18,38,3,Attacking Midfield,Germany,25.0,1,,,,,,,3.0
412,22/23,22,31,2,Attacking Midfield,Germany,26.0,1,,,,,,,3.0
412,23/24,11,15,2,Attacking Midfield,Germany,27.0,0,,,,,,,3.0
413,20/21,14,34,4,Left Winger,Croatia,27.0,0,,,,,,,6.0
413,21/22,51,88,5,Left Winger,Croatia,27.6,1,,,,,,,6.0
413,22/23,38,81,3,Left Winger,Croatia,28.666666666666668,1,,,,,,,6.0
413,23/24,8,13,2,Left Winger,Croatia,29.5,0,,,,,,,6.0
414,21/22,29,41,2,Goalkeeper,Germany,26.0,1,,,,,,,1.0
414,22/23,36,41,2,Goalkeeper,Germany,27.5,1,,,,,,,1.0
414,23/24,17,36,3,Goalkeeper,Germany,28.0,1,,,,,,,1.0
415,17/18,102,102,1,Right-Back,"Angola,Belgium",25.0,1,,,,,,,4.0
415,18/19,40,40,1,Right-Back,"Angola,Belgium",26.0,1,,,,,,,4.0
415,22/23,41,136,5,Right-Back,"Angola,Belgium",29.2,1,,,,,,,4.0
415,23/24,23,23,1,Right-Back,"Angola,Belgium",30.0,1,,,,,,,4.0
416,15/16,86,86,1,Central Midfield,Scotland,19.0,1,,,,,,,5.0
416,18/19,38,83,3,Central Midfield,Scotland,23.0,1,,,,,,,5.0
416,19/20,20,26,2,Central Midfield,Scotland,24.0,1,,,,,,,5.0
416,20/21,15,26,2,Central Midfield,Scotland,25.0,1,,,,,,,5.0
416,21/22,4,4,1,Central Midfield,Scotland,26.0,0,,,,,,,5.0
417,15/16,38,38,1,Left Winger,"Suriname,Netherlands",20.0,1,,,,,,,6.0
417,17/18,76,76,1,Left Winger,"Suriname,Netherlands",22.0,1,,,,,,,6.0
417,19/20,38,65,5,Left Winger,"Suriname,Netherlands",24.4,1,,,,,,,6.0
417,20/21,58,113,3,Left Winger,"Suriname,Netherlands",25.333333333333332,1,,,,,,,6.0
417,21/22,20,27,2,Left Winger,"Suriname,Netherlands",26.0,1,,,,,,,6.0
417,23/24,20,58,3,Left Winger,"Suriname,Netherlands",28.0,1,,,,,,,6.0
418,19/20,51,83,2,Left-Back,Italy,25.5,1,,,,,,,4.0
419,15/16,26,26,1,Goalkeeper,Sweden,23.0,1,,,,,,,1.0
419,22/23,58,58,1,Goalkeeper,Sweden,30.0,1,,,,,,,1.0
420,19/20,8,8,1,Central Midfield,Germany,22.0,0,,,,,,,5.0
420,21/22,8,8,1,Central Midfield,Germany,25.0,0,,,,,,,5.0
420,22/23,11,11,1,Central Midfield,Germany,25.0,0,,,,,,,5.0
421,18/19,46,46,1,Left Winger,"Philippines,Germany",23.0,1,,,,,,,6.0
421,21/22,15,45,5,Left Winger,"Philippines,Germany",26.0,1,,,,,,,6.0
421,22/23,22,38,4,Left Winger,"Philippines,Germany",27.0,1,,,,,,,6.0
421,23/24,46,89,4,Left Winger,"Philippines,Germany",28.25,1,,,,,,,6.0
422,19/20,23,23,1,Centre-Back,France,25.0,1,,,,,,,3.0
422,20/21,87,193,5,Centre-Back,France,25.0,1,,,,,,,3.0
422,21/22,128,128,1,Centre-Back,France,26.0,1,,,,,,,3.0
422,22/23,37,110,4,Centre-Back,France,27.0,1,,,,,,,3.0
423,20/21,83,96,2,Central Midfield,"France,Togo",25.5,1,,,,,,,5.0
423,21/22,40,118,6,Central Midfield,"France,Togo",26.666666666666668,1,,,,,,,5.0
423,22/23,30,58,4,Central Midfield,"France,Togo",27.5,1,,,,,,,5.0
423,23/24,22,49,3,Central Midfield,"France,Togo",28.666666666666668,1,,,,,,,5.0
424,15/16,17,17,1,Right-Back,Spain,20.0,1,,,,,,,4.0
424,16/17,34,45,2,Right-Back,Spain,21.0,1,,,,,,,4.0
424,18/19,241,273,3,Right-Back,Spain,23.0,1,,,,,,,4.0
424,19/20,40,51,2,Right-Back,Spain,24.0,1,,,,,,,4.0
424,22/23,31,54,2,Right-Back,Spain,27.0,1,,,,,,,4.0
425,17/18,12,34,5,Central Midfield,"Syria,Germany",21.0,0,,,,,,,5.0
425,18/19,12,21,3,Central Midfield,"Syria,Germany",22.0,0,,,,,,,5.0
425,19/20,33,33,1,Central Midfield,"Syria,Germany",24.0,1,,,,,,,5.0
425,20/21,4,8,2,Central Midfield,"Syria,Germany",24.0,0,,,,,,,5.0
425,21/22,85,139,3,Central Midfield,"Syria,Germany",25.0,1,,,,,,,5.0
425,22/23,99,99,1,Central Midfield,"Syria,Germany",26.0,1,,,,,,,5.0
426,17/18,159,159,1,Centre-Forward,Poland,23.0,1,,,,,,,6.0
426,19/20,33,69,3,Centre-Forward,Poland,25.0,1,,,,,,,6.0
426,20/21,129,147,2,Centre-Forward,Poland,26.0,1,,,,,,,6.0
426,21/22,27,59,4,Centre-Forward,Poland,27.25,1,,,,,,,6.0
426,22/23,62,62,1,Centre-Forward,Poland,28.0,1,,,,,,,6.0
426,23/24,36,40,2,Centre-Forward,Poland,29.0,1,,,,,,,6.0
427,19/20,10,26,3,Central Midfield,Spain,23.666666666666668,0,,,,,,,5.0
427,21/22,11,11,1,Central Midfield,Spain,26.0,0,,,,,,,5.0
428,18/19,163,163,1,Goalkeeper,England,26.0,1,,,,,,,1.0
428,20/21,50,58,2,Goalkeeper,England,28.0,1,,,,,,,1.0
428,21/22,9,9,1,Goalkeeper,England,29.0,0,,,,,,,1.0
428,22/23,29,42,2,Goalkeeper,England,30.0,1,,,,,,,1.0
428,23/24,153,153,1,Goalkeeper,England,31.0,1,,,,,,,1.0
429,15/16,10,10,1,Left-Back,Germany,20.0,0,,,,,,,4.0
429,16/17,37,125,4,Left-Back,Germany,20.5,1,,,,,,,4.0
429,18/19,50,72,3,Left-Back,Germany,22.0,1,,,,,,,4.0
430,19/20,119,119,1,Goalkeeper,Germany,23.0,1,,,,,,,1.0
430,21/22,15,15,1,Goalkeeper,Germany,25.0,1,,,,,,,1.0
431,16/17,60,75,2,Goalkeeper,Spain,21.0,1,,,,,,,1.0
431,17/18,57,70,3,Goalkeeper,Spain,22.0,1,,,,,,,1.0
431,18/19,4,4,1,Goalkeeper,Spain,24.0,0,,,,,,,1.0
431,20/21,58,58,1,Goalkeeper,Spain,26.0,1,,,,,,,1.0
431,23/24,23,23,1,Goalkeeper,Spain,28.0,1,,,,,,,1.0
432,20/21,15,15,1,Centre-Back,France,27.0,1,,,,,,,3.0
432,21/22,93,122,2,Centre-Back,France,27.5,1,,,,,,,3.0
433,14/15,8,8,1,Central Midfield,"Australia,Scotland",21.0,0,,,,,,,5.0
433,15/16,23,31,2,Central Midfield,"Australia,Scotland",22.0,1,,,,,,,5.0
433,21/22,51,67,3,Central Midfield,"Australia,Scotland",28.0,1,,,,,,,5.0
433,22/23,56,56,1,Central Midfield,"Australia,Scotland",29.0,1,,,,,,,5.0
433,23/24,19,31,3,Central Midfield,"Australia,Scotland",30.0,1,,,,,,,5.0
434,19/20,218,218,1,Right Winger,"Germany,France",23.0,1,,,,,,,6.0
434,20/21,25,25,1,Right Winger,"Germany,France",24.0,1,,,,,,,6.0
434,21/22,11,14,2,Right Winger,"Germany,France",25.0,0,,,,,,,6.0
434,22/23,18,20,2,Right Winger,"Germany,France",26.0,1,,,,,,,6.0
434,23/24,12,58,7,Right Winger,"Germany,France",27.857142857142858,0,,,,,,,6.0
434,24/25,42,42,1,Right Winger,"Germany,France",28.0,1,,,,,,,6.0
435,15/16,26,49,3,Left-Back,"Switzerland,Cape Verde",19.0,1,,,,,,,4.0
435,16/17,21,21,1,Left-Back,"Switzerland,Cape Verde",20.0,1,,,,,,,4.0
435,19/20,15,27,2,Left-Back,"Switzerland,Cape Verde",24.0,1,,,,,,,4.0
435,20/21,9,24,3,Left-Back,"Switzerland,Cape Verde",24.0,0,,,,,,,4.0
435,21/22,68,68,1,Left-Back,"Switzerland,Cape Verde",25.0,1,,,,,,,4.0
435,22/23,15,15,1,Left-Back,"Switzerland,Cape Verde",26.0,1,,,,,,,4.0
435,23/24,41,41,1,Left-Back,"Switzerland,Cape Verde",27.0,1,,,,,,,4.0
436,18/19,8,8,1,Centre-Back,Switzerland,22.0,0,,,,,,,3.0
436,19/20,12,20,2,Centre-Back,Switzerland,22.5,0,,,,,,,3.0
436,20/21,15,23,2,Centre-Back,Switzerland,23.5,1,,,,,,,3.0
436,21/22,22,38,3,Centre-Back,Switzerland,25.0,1,,,,,,,3.0
436,22/23,11,23,3,Centre-Back,Switzerland,25.333333333333332,0,,,,,,,3.0
436,23/24,11,14,2,Centre-Back,Switzerland,26.5,0,,,,,,,3.0
436,24/25,7,7,1,Centre-Back,Switzerland,27.0,0,,,,,,,3.0
437,16/17,104,104,1,Central Midfield,Switzerland,20.0,1,,,,,,,5.0
437,21/22,169,169,1,Central Midfield,Switzerland,25.0,1,,,,,,,5.0
437,22/23,23,27,2,Central Midfield,Switzerland,26.0,1,,,,,,,5.0
438,14/15,10,10,1,Defensive Midfield,Slovakia,20.0,0,,,,,,,4.0
438,18/19,39,39,1,Defensive Midfield,Slovakia,23.0,1,,,,,,,4.0
438,19/20,10,10,1,Defensive Midfield,Slovakia,25.0,0,,,,,,,4.0
438,20/21,16,31,3,Defensive Midfield,Slovakia,26.0,1,,,,,,,4.0
438,21/22,38,83,5,Defensive Midfield,Slovakia,26.6,1,,,,,,,4.0
438,23/24,6,6,1,Defensive Midfield,Slovakia,29.0,0,,,,,,,4.0
439,16/17,43,43,1,Centre-Back,Wales,23.0,1,,,,,,,3.0
439,17/18,15,15,1,Centre-Back,Wales,24.0,1,,,,,,,3.0
439,18/19,33,33,1,Centre-Back,Wales,25.0,1,,,,,,,3.0
439,19/20,82,94,2,Centre-Back,Wales,26.0,1,,,,,,,3.0
439,20/21,71,71,1,Centre-Back,Wales,27.0,1,,,,,,,3.0
439,21/22,8,12,2,Centre-Back,Wales,28.0,0,,,,,,,3.0
439,22/23,34,53,2,Centre-Back,Wales,29.0,1,,,,,,,3.0
439,23/24,90,121,4,Centre-Back,Wales,30.0,1,,,,,,,3.0
440,16/17,8,8,1,Centre-Back,Germany,20.0,0,,,,,,,3.0
440,17/18,32,53,5,Centre-Back,Germany,21.0,1,,,,,,,3.0
440,19/20,15,15,1,Centre-Back,Germany,23.0,1,,,,,,,3.0
440,20/21,15,15,1,Centre-Back,Germany,23.0,1,,,,,,,3.0
440,21/22,22,41,3,Centre-Back,Germany,24.333333333333332,1,,,,,,,3.0
440,22/23,4,4,1,Centre-Back,Germany,25.0,0,,,,,,,3.0
441,15/16,113,163,2,Centre-Forward,Germany,19.0,1,,,,,,,6.0
441,16/17,50,73,3,Centre-Forward,Germany,20.333333333333332,1,,,,,,,6.0
441,17/18,8,13,2,Centre-Forward,Germany,21.5,0,,,,,,,6.0
441,18/19,190,233,4,Centre-Forward,Germany,22.25,1,,,,,,,6.0
441,20/21,29,29,1,Centre-Forward,Germany,24.0,1,,,,,,,6.0
441,21/22,55,55,1,Centre-Forward,Germany,26.0,1,,,,,,,6.0
441,22/23,6,6,1,Centre-Forward,Germany,26.0,0,,,,,,,6.0
442,12/13,325,325,1,Left-Back,Spain,17.0,1,,,,,,,4.0
442,15/16,16,16,1,Left-Back,Spain,19.0,1,,,,,,,4.0
442,16/17,162,194,3,Left-Back,Spain,20.333333333333332,1,,,,,,,4.0
442,17/18,32,49,3,Left-Back,Spain,21.0,1,,,,,,,4.0
442,18/19,5,5,1,Left-Back,Spain,22.0,0,,,,,,,4.0
442,19/20,92,92,1,Left-Back,Spain,24.0,1,,,,,,,4.0
442,20/21,9,26,3,Left-Back,Spain,24.0,0,,,,,,,4.0
442,21/22,14,14,1,Left-Back,Spain,25.0,0,,,,,,,4.0
442,23/24,2,2,1,Left-Back,Spain,28.0,0,,,,,,,4.0
443,14/15,11,11,1,Left-Back,Spain,21.0,0,,,,,,,4.0
443,15/16,15,15,1,Left-Back,Spain,22.0,1,,,,,,,4.0
443,16/17,9,9,1,Left-Back,Spain,23.0,0,,,,,,,4.0
443,18/19,8,8,1,Left-Back,Spain,24.0,0,,,,,,,4.0
443,19/20,8,8,1,Left-Back,Spain,26.0,0,,,,,,,4.0
443,20/21,12,12,1,Left-Back,Spain,27.0,0,,,,,,,4.0
443,21/22,16,23,3,Left-Back,Spain,28.0,1,,,,,,,4.0
443,22/23,119,119,1,Left-Back,Spain,29.0,1,,,,,,,4.0
443,23/24,47,47,1,Left-Back,Spain,30.0,1,,,,,,,4.0
444,14/15,40,91,3,Central Midfield,Scotland,19.0,1,,,,,,,5.0
444,16/17,31,31,1,Central Midfield,Scotland,22.0,1,,,,,,,5.0
444,18/19,6,6,1,Central Midfield,Scotland,23.0,0,,,,,,,5.0
444,19/20,168,168,1,Central Midfield,Scotland,25.0,1,,,,,,,5.0
444,20/21,4,4,1,Central Midfield,Scotland,26.0,0,,,,,,,5.0
444,22/23,35,35,1,Central Midfield,Scotland,28.0,1,,,,,,,5.0
445,15/16,292,292,1,Defensive Midfield,Germany,21.0,1,,,,,,,4.0
445,17/18,38,38,1,Defensive Midfield,Germany,23.0,1,,,,,,,4.0
445,20/21,86,101,2,Defensive Midfield,Germany,25.0,1,,,,,,,4.0
445,22/23,7,7,1,Defensive Midfield,Germany,27.0,0,,,,,,,4.0
445,23/24,66,78,2,Defensive Midfield,Germany,28.0,1,,,,,,,4.0
446,18/19,22,45,3,Right-Back,Germany,23.0,1,,,,,,,4.0
446,19/20,43,80,3,Right-Back,Germany,24.0,1,,,,,,,4.0
446,21/22,22,48,3,Right-Back,Germany,26.0,1,,,,,,,4.0
446,22/23,61,83,4,Right-Back,Germany,27.0,1,,,,,,,4.0
447,16/17,43,48,2,Right-Back,Germany,20.0,1,,,,,,,4.0
447,17/18,8,13,2,Right-Back,Germany,21.0,0,,,,,,,4.0
447,21/22,36,44,2,Right-Back,Germany,25.0,1,,,,,,,4.0
447,22/23,40,57,3,Right-Back,Germany,26.0,1,,,,,,,4.0
447,23/24,4,4,1,Right-Back,Germany,27.0,0,,,,,,,4.0
448,17/18,6,6,1,Left-Back,England,24.0,0,,,,,,,4.0
448,19/20,20,32,2,Left-Back,England,25.5,1,,,,,,,4.0
448,20/21,63,110,3,Left-Back,England,26.666666666666668,1,,,,,,,4.0
448,21/22,50,50,1,Left-Back,England,28.0,1,,,,,,,4.0
449,20/21,39,40,2,Defensive Midfield,Austria,24.0,1,,,,,,,4.0
449,21/22,55,95,5,Defensive Midfield,Austria,25.8,1,,,,,,,4.0
449,22/23,36,39,2,Defensive Midfield,Austria,26.5,1,,,,,,,4.0
449,23/24,24,29,2,Defensive Midfield,Austria,27.0,1,,,,,,,4.0
450,20/21,43,43,1,Goalkeeper,Germany,23.0,1,,,,,,,1.0
450,21/22,6,11,2,Goalkeeper,Germany,24.5,0,,,,,,,1.0
450,23/24,20,33,2,Goalkeeper,Germany,27.0,1,,,,,,,1.0
451,16/17,113,114,2,Centre-Back,Germany,20.0,1,,,,,,,3.0
451,17/18,5,5,1,Centre-Back,Germany,22.0,0,,,,,,,3.0
451,21/22,36,74,5,Centre-Back,Germany,25.4,1,,,,,,,3.0
451,22/23,18,18,1,Centre-Back,Germany,26.0,1,,,,,,,3.0
451,23/24,4,4,1,Centre-Back,Germany,27.0,0,,,,,,,3.0
452,16/17,81,101,4,Centre-Back,"Germany,Cote d'Ivoire",20.0,1,,,,,,,3.0
452,17/18,46,93,6,Centre-Back,"Germany,Cote d'Ivoire",21.166666666666668,1,,,,,,,3.0
452,18/19,8,8,1,Centre-Back,"Germany,Cote d'Ivoire",22.0,0,,,,,,,3.0
452,19/20,8,13,2,Centre-Back,"Germany,Cote d'Ivoire",23.5,0,,,,,,,3.0
452,21/22,5,5,1,Centre-Back,"Germany,Cote d'Ivoire",25.0,0,,,,,,,3.0
453,16/17,93,93,1,Goalkeeper,England,21.0,1,,,,,,,1.0
453,22/23,3,3,1,Goalkeeper,England,28.0,0,,,,,,,1.0
454,16/17,5,18,4,Defensive Midfield,Germany,20.75,0,,,,,,,4.0
454,17/18,99,103,2,Defensive Midfield,Germany,21.0,1,,,,,,,4.0
454,18/19,7,13,2,Defensive Midfield,Germany,23.0,0,,,,,,,4.0
454,19/20,6,10,2,Defensive Midfield,Germany,23.5,0,,,,,,,4.0
454,20/21,13,13,1,Defensive Midfield,Germany,25.0,0,,,,,,,4.0
454,22/23,49,54,2,Defensive Midfield,Germany,27.0,1,,,,,,,4.0
454,23/24,8,12,2,Defensive Midfield,Germany,27.0,0,,,,,,,4.0
455,15/16,18,33,2,Left-Back,Germany,19.5,1,,,,,,,4.0
455,16/17,6,13,3,Left-Back,Germany,20.333333333333332,0,,,,,,,4.0
455,18/19,27,100,6,Left-Back,Germany,22.333333333333332,1,,,,,,,4.0
455,19/20,66,72,2,Left-Back,Germany,23.5,1,,,,,,,4.0
455,21/22,71,82,2,Left-Back,Germany,25.5,1,,,,,,,4.0
456,14/15,5,5,1,Goalkeeper,Germany,19.0,0,,,,,,,1.0
456,15/16,75,75,1,Goalkeeper,Germany,19.0,1,,,,,,,1.0
456,16/17,176,213,3,Goalkeeper,Germany,20.333333333333332,1,,,,,,,1.0
456,17/18,426,438,3,Goalkeeper,Germany,21.0,1,,,,,,,1.0
456,19/20,9,9,1,Goalkeeper,Germany,23.0,0,,,,,,,1.0
456,20/21,36,36,1,Goalkeeper,Germany,25.0,1,,,,,,,1.0
456,21/22,7,7,1,Goalkeeper,Germany,26.0,0,,,,,,,1.0
456,22/23,7,7,1,Goalkeeper,Germany,27.0,0,,,,,,,1.0
457,19/20,5,9,2,Centre-Back,Denmark,23.0,0,,,,,,,3.0
457,20/21,24,58,4,Centre-Back,Denmark,24.0,1,,,,,,,3.0
457,21/22,19,35,3,Centre-Back,Denmark,25.0,1,,,,,,,3.0
457,22/23,36,72,3,Centre-Back,Denmark,26.0,1,,,,,,,3.0
457,23/24,23,28,2,Centre-Back,Denmark,27.0,1,,,,,,,3.0
458,16/17,41,41,1,Centre-Back,Spain,24.0,1,,,,,,,3.0
458,17/18,13,13,1,Centre-Back,Spain,25.0,0,,,,,,,3.0
458,18/19,215,215,1,Centre-Back,Spain,27.0,1,,,,,,,3.0
458,20/21,8,8,1,Centre-Back,Spain,28.0,0,,,,,,,3.0
458,21/22,7,7,1,Centre-Back,Spain,29.0,0,,,,,,,3.0
458,23/24,46,94,4,Centre-Back,Spain,31.0,1,,,,,,,3.0
459,15/16,31,39,2,Central Midfield,Italy,21.0,1,,,,,,,5.0
459,17/18,29,29,1,Central Midfield,Italy,23.0,1,,,,,,,5.0
459,19/20,43,85,3,Central Midfield,Italy,25.0,1,,,,,,,5.0
459,20/21,21,21,1,Central Midfield,Italy,26.0,1,,,,,,,5.0
459,21/22,41,48,2,Central Midfield,Italy,27.0,1,,,,,,,5.0
459,22/23,12,12,1,Central Midfield,Italy,28.0,0,,,,,,,5.0
459,23/24,15,27,2,Central Midfield,Italy,29.0,1,,,,,,,5.0
460,18/19,159,227,2,Defensive Midfield,Italy,23.0,1,,,,,,,4.0
460,19/20,31,98,6,Defensive Midfield,Italy,24.333333333333332,1,,,,,,,4.0
460,20/21,43,52,2,Defensive Midfield,Italy,25.0,1,,,,,,,4.0
460,21/22,8,8,1,Defensive Midfield,Italy,26.0,0,,,,,,,4.0
460,22/23,38,72,2,Defensive Midfield,Italy,27.0,1,,,,,,,4.0
460,23/24,49,49,1,Defensive Midfield,Italy,28.0,1,,,,,,,4.0
461,18/19,29,29,1,Centre-Back,Italy,23.0,1,,,,,,,3.0
461,19/20,88,88,1,Centre-Back,Italy,25.0,1,,,,,,,3.0
461,20/21,27,39,3,Centre-Back,Italy,25.0,1,,,,,,,3.0
461,21/22,19,54,4,Centre-Back,Italy,26.0,1,,,,,,,3.0
461,22/23,18,18,1,Centre-Back,Italy,27.0,1,,,,,,,3.0
461,23/24,42,54,2,Centre-Back,Italy,28.0,1,,,,,,,3.0
461,24/25,10,10,1,Centre-Back,Italy,29.0,0,,,,,,,3.0
462,15/16,11,22,2,Centre-Forward,England,28.0,0,,,,,,,6.0
462,18/19,11,34,5,Centre-Forward,England,31.0,0,,,,,,,6.0
462,19/20,8,16,2,Centre-Forward,England,32.0,0,,,,,,,6.0
462,20/21,15,30,3,Centre-Forward,England,33.0,1,,,,,,,6.0
462,21/22,60,110,2,Centre-Forward,England,34.0,1,,,,,,,6.0
462,23/24,45,45,1,Centre-Forward,England,36.0,1,,,,,,,6.0
463,17/18,123,123,1,Goalkeeper,Italy,23.0,1,,,,,,,1.0
463,20/21,30,30,1,Goalkeeper,Italy,26.0,1,,,,,,,1.0
463,22/23,4,4,1,Goalkeeper,Italy,28.0,0,,,,,,,1.0
463,23/24,52,68,3,Goalkeeper,Italy,29.0,1,,,,,,,1.0
464,15/16,30,30,1,Centre-Forward,Portugal,19.0,1,5.0,3.0,12.0,57.0,228.0,1.25,6.0
464,16/17,10,10,1,Centre-Forward,Portugal,20.0,0,5.0,3.0,12.0,60.0,240.0,1.25,6.0
464,18/19,120,141,3,Centre-Forward,Portugal,22.666666666666668,1,5.0,3.0,12.0,68.0,272.0,1.25,6.0
464,19/20,16,31,2,Centre-Forward,Portugal,23.5,1,5.0,3.0,12.0,70.5,282.0,1.25,6.0
464,20/21,7,12,2,Centre-Forward,Portugal,25.0,0,5.0,3.0,12.0,75.0,300.0,1.25,6.0
464,21/22,6,6,1,Centre-Forward,Portugal,26.0,0,5.0,3.0,12.0,78.0,312.0,1.25,6.0
465,17/18,117,126,2,Left-Back,Italy,19.5,1,,,,,,,4.0
465,18/19,92,102,2,Left-Back,Italy,20.5,1,,,,,,,4.0
465,22/23,16,28,2,Left-Back,Italy,25.0,1,,,,,,,4.0
465,23/24,15,15,1,Left-Back,Italy,26.0,1,,,,,,,4.0
466,17/18,13,13,1,Left-Back,"England,Italy",20.0,0,,,,,,,4.0
467,13/14,21,21,1,Centre-Back,"Benin,France",19.0,1,,,,,,,3.0
467,17/18,267,267,1,Centre-Back,"Benin,France",24.0,1,,,,,,,3.0
467,18/19,41,41,1,Centre-Back,"Benin,France",24.0,1,,,,,,,3.0
467,21/22,70,135,2,Centre-Back,"Benin,France",27.5,1,,,,,,,3.0
468,13/14,44,65,3,Defensive Midfield,"Italy,Canada",18.0,1,,,,,,,4.0
468,19/20,80,80,1,Defensive Midfield,"Italy,Canada",24.0,1,,,,,,,4.0
468,20/21,12,19,2,Defensive Midfield,"Italy,Canada",25.0,0,,,,,,,4.0
468,21/22,12,18,2,Defensive Midfield,"Italy,Canada",26.0,0,,,,,,,4.0
468,22/23,29,33,2,Defensive Midfield,"Italy,Canada",27.0,1,,,,,,,4.0
468,23/24,10,17,2,Defensive Midfield,"Italy,Canada",28.0,0,,,,,,,4.0
469,17/18,24,32,2,Centre-Forward,Italy,22.0,1,,,,,,,6.0
469,19/20,6,11,2,Centre-Forward,Italy,24.0,0,,,,,,,6.0
469,20/21,44,44,1,Centre-Forward,Italy,25.0,1,,,,,,,6.0
469,21/22,33,59,4,Centre-Forward,Italy,25.5,1,,,,,,,6.0
469,22/23,29,35,2,Centre-Forward,Italy,26.5,1,,,,,,,6.0
469,23/24,21,21,1,Centre-Forward,Italy,27.0,1,,,,,,,6.0
470,15/16,87,91,2,Goalkeeper,Spain,19.0,1,,,,,,,1.0
470,16/17,93,160,3,Goalkeeper,Spain,20.333333333333332,1,,,,,,,1.0
470,17/18,32,58,3,Goalkeeper,Spain,21.666666666666668,1,,,,,,,1.0
470,18/19,32,32,1,Goalkeeper,Spain,22.0,1,,,,,,,1.0
470,19/20,115,137,2,Goalkeeper,Spain,23.5,1,,,,,,,1.0
470,20/21,123,123,1,Goalkeeper,Spain,25.0,1,,,,,,,1.0
471,16/17,43,66,3,Centre-Forward,Spain,21.0,1,,,,,,,6.0
471,17/18,12,12,1,Centre-Forward,Spain,21.0,0,,,,,,,6.0
471,18/19,22,57,4,Centre-Forward,Spain,22.5,1,,,,,,,6.0
471,19/20,26,73,3,Centre-Forward,Spain,23.333333333333332,1,,,,,,,6.0
471,20/21,34,66,2,Centre-Forward,Spain,25.0,1,,,,,,,6.0
471,21/22,7,7,1,Centre-Forward,Spain,25.0,0,,,,,,,6.0
471,23/24,45,45,1,Centre-Forward,Spain,27.0,1,,,,,,,6.0
472,23/24,94,94,1,Right Winger,"England,Ireland",28.0,1,,,,,,,6.0
473,20/21,15,24,2,Centre-Back,"Morocco,France",32.5,1,,,,,,,3.0
474,14/15,29,29,1,Defensive Midfield,Italy,19.0,1,,,,,,,4.0
474,16/17,12,12,1,Defensive Midfield,Italy,22.0,0,,,,,,,4.0
474,17/18,14,14,1,Defensive Midfield,Italy,23.0,0,,,,,,,4.0
474,19/20,25,31,2,Defensive Midfield,Italy,25.0,1,,,,,,,4.0
474,20/21,25,68,4,Defensive Midfield,Italy,25.75,1,,,,,,,4.0
474,21/22,21,39,2,Defensive Midfield,Italy,26.5,1,,,,,,,4.0
474,22/23,32,32,1,Defensive Midfield,Italy,28.0,1,,,,,,,4.0
475,20/21,15,45,5,Centre-Forward,"Ghana,Italy",26.0,1,,,,,,,6.0
475,22/23,152,152,1,Centre-Forward,"Ghana,Italy",28.0,1,,,,,,,6.0
475,23/24,31,72,4,Centre-Forward,"Ghana,Italy",29.0,1,,,,,,,6.0
475,24/25,27,27,1,Centre-Forward,"Ghana,Italy",30.0,1,,,,,,,6.0
476,13/14,3,3,1,Goalkeeper,Italy,21.0,0,,,,,,,1.0
476,15/16,5,5,1,Goalkeeper,Italy,23.0,0,,,,,,,1.0
476,16/17,8,8,1,Goalkeeper,Italy,24.0,0,,,,,,,1.0
476,18/19,6,6,1,Goalkeeper,Italy,26.0,0,,,,,,,1.0
476,19/20,15,15,1,Goalkeeper,Italy,27.0,1,,,,,,,1.0
476,20/21,4,4,1,Goalkeeper,Italy,28.0,0,,,,,,,1.0
